gene,DFB_A,DFB_B,Fe_A,Fe_B
Ga0401699_0514979_407_1363_Belongs to the phage integrase family. XerC subfamily,2.725680889,12.38872668,10.48296558,5.161400577
Ga0401699_0516827_35_1213_Belongs to the SEDS family,4.542801482,18.01996609,1.747160929,1.032280115
Ga0401699_0517054_72_830_ATPase MipZ,0.908560296,1.12624788,0,7.225960808
Ga0401699_0517994_3_857_Peptidase family M23,0,1.12624788,2.620741394,1.032280115
Ga0401699_0000672_1742_2329_Required for nucleoid occlusion NO phenomenon_ which prevents Z-ring formation and cell division over the nucleoid. Acts as a DNA-associated cell division inhibitor that binds simultaneously chromosomal DNA and FtsZ_ and disrupts the assembly of FtsZ polymers. SlmA-DNA-binding sequences SBS are dispersed on non-Ter regions of the chromosome_ preventing FtsZ polymerization at these regions,27.25680889,21.39870973,22.71309208,18.58104208
Ga0401699_0518510_774_1160_Important for reducing fluoride concentration in the cell_ thus reducing its toxicity,0,0,2.620741394,0
Ga0401699_0519368_565_1356_Catalyzes the ATP-dependent 2-thiolation of cytidine in position 32 of tRNA_ to form 2-thiocytidine s2C32. The sulfur atoms are provided by the cysteine cysteine desulfurase IscS system,9.994163261,5.631239402,3.494321859,11.35508127
Ga0401699_0519938_58_825_Protein of unknown function DUF805,1.817120593,2.252495761,7.862224183,3.096840346
Ga0401699_0520083_352_1143_TolA binding protein trimerisation,0,3.378743641,0,1.032280115
Ga0401699_0013750_691_1578_PFAM Phage integrase_ N-terminal SAM-like domain,35.43385156,29.28244489,24.46025301,39.22664439
Ga0401699_0520314_176_739_regulation of cell shape,4.542801482,3.378743641,10.48296558,9.290521039
Ga0401699_0520577_3_1355_GidA associated domain 3,4.542801482,6.757487283,8.735804647,4.129120462
Ga0401699_0522811_111_1313_ZipA_ C-terminal domain FtsZ-binding,0,0,0,0
Ga0401699_0523298_1222_1353_COG1077 Actin-like ATPase involved in cell morphogenesis,2.725680889,9.009983044,4.367902324,3.096840346
Ga0401699_0013842_1317_2048_Essential cell division protein. May link together the upstream cell division proteins_ which are predominantly cytoplasmic_ with the downstream cell division proteins_ which are predominantly periplasmic. May control correct divisome assembly,2.725680889,0,1.747160929,8.258240924
Ga0401699_0523356_2_187_Cellulose biosynthesis protein BcsQ,0,0,0,0
Ga0401699_0524429_3_1349_cell division protein FtsK,6.359922075,6.757487283,2.620741394,8.258240924
Ga0401699_0525568_26_838_Chromosome Partitioning,1.817120593,3.378743641,2.620741394,0
Ga0401699_0013907_3836_5077_peptidase M23,9.085602964,6.757487283,7.862224183,6.193680693
Ga0401699_0013907_5669_6595_sporulation,26.3482486,24.77745337,23.58667255,40.2589245
Ga0401699_0526033_2_994_DNA sulfur modification protein DndD,3.634241186,9.009983044,0,4.129120462
Ga0401699_0526081_13_1053_Rod shape-determining protein MreB,4.542801482,13.51497457,17.47160929,18.58104208
Ga0401699_0013927_5906_6589_TilS substrate C-terminal domain,0,2.252495761,1.747160929,4.129120462
Ga0401699_0526556_821_1348_Tyrosine recombinase XerC,0.908560296,0,0.873580465,5.161400577
Ga0401699_0000679_8631_10022_Cell cycle protein,3.634241186,6.757487283,5.241482788,13.4196415
Ga0401699_0527271_909_1307_Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle SRP and the ribosome-nascent chain RNC,0,1.12624788,0,1.032280115
Ga0401699_0527803_3_563_probably involved in intracellular septation,2.725680889,1.12624788,0.873580465,4.129120462
Ga0401699_0528007_152_1345_Chain length determinant protein,6.359922075,20.27246185,51.54124742,18.58104208
Ga0401699_0528457_31_333_involved in chromosome partitioning,6.359922075,2.252495761,5.241482788,8.258240924
Ga0401699_0529121_992_1345_Maf-like protein,0.908560296,0,0,2.064560231
Ga0401699_0014049_2_490_tyrosine recombinase XerC,0.908560296,2.252495761,4.367902324,4.129120462
Ga0401699_0530468_573_1151_Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation_ perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA,4.542801482,3.378743641,0.873580465,1.032280115
Ga0401699_0531199_1_696_atp-binding protein,21.80544711,19.14621397,16.59802883,22.71016254
Ga0401699_0532365_10_267_Belongs to the UPF0335 family,1.817120593,0,4.367902324,5.161400577
Ga0401699_0532660_1029_1340_Essential cell division protein,0,1.12624788,0,0
Ga0401699_0533158_791_1255_Part of the ABC transporter FtsEX involved in cellular division,1.817120593,1.12624788,0.873580465,5.161400577
Ga0401699_0533374_20_946_Tubulin/FtsZ family_ GTPase domain,2.725680889,12.38872668,6.115063253,13.4196415
Ga0401699_0000685_9785_10732_NUBPL iron-transfer P-loop NTPase,4.542801482,18.01996609,15.72444837,16.51648185
Ga0401699_0533426_67_684_nuclear chromosome segregation,0.908560296,0,0.873580465,3.096840346
Ga0401699_0534284_126_389_Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell,0,2.252495761,0,0
Ga0401699_0534292_206_994_ATPases involved in chromosome partitioning,5.451361778,2.252495761,6.115063253,4.129120462
Ga0401699_0534965_1050_1337_ATPase of the PP-loop superfamily implicated in cell cycle control,0,0,0,0
Ga0401699_0014179_227_1969_FecR protein,34.52529126,57.4386419,19.21877022,33.03296369
Ga0401699_0014180_18_260_tyrosine recombinase,0.908560296,3.378743641,0,0
Ga0401699_0536086_2_487_peptidase activity,4.542801482,0,1.747160929,1.032280115
Ga0401699_0537400_883_1335_Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine UMA,0,0,0,0
Ga0401699_0014235_5059_6093_Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides,29.07392949,32.66118853,82.99014415,81.55012912
Ga0401699_0014237_5065_5835_chromosome partitioning,45.42801482,67.57487283,45.42618417,59.8722467
Ga0401699_0014243_4909_5811_Belongs to the ABC-4 integral membrane protein family. FtsX subfamily,8.177042668,15.76747033,27.95457487,17.54876196
Ga0401699_0014249_2848_3750_Phage integrase_ N-terminal SAM-like domain,1.817120593,5.631239402,6.988643718,9.290521039
Ga0401699_0538480_133_903_PFAM Cobyrinic acid a_c-diamide synthase,1.817120593,3.378743641,0,1.032280115
Ga0401699_0014278_6218_6397_FtsK/SpoIIIE family,0,0,0,0
Ga0401699_0540945_3_485_Cell division factor that enhances FtsZ-ring assembly. Directly interacts with FtsZ and promotes bundling of FtsZ protofilaments_ with a reduction in FtsZ GTPase activity,1.817120593,0,6.988643718,1.032280115
Ga0401699_0541107_412_1224_PFAM CobQ CobB MinD ParA nucleotide binding domain,0,1.12624788,0,0
Ga0401699_0014343_5901_6287_CrcB-like protein_ Camphor Resistance CrcB,0,0,0,3.096840346
Ga0401699_0545614_43_723_PFAM ABC transporter,1.817120593,2.252495761,1.747160929,1.032280115
Ga0401699_0000697_17998_19047_AFG1-like ATPase,37.25097215,27.02994913,41.93186231,23.74244266
Ga0401699_0548502_1070_1285_nucleoside-triphosphate diphosphatase activity,0,0,1.747160929,2.064560231
Ga0401699_0548608_48_479_ErfK ybiS ycfS ynhG family protein,2.725680889,0,0.873580465,7.225960808
Ga0401699_0550760_1_519_Cell division protein FtsQ,0,0,0,5.161400577
Ga0401699_0550802_2_1318_DNA segregation ATPase FtsK SpoIIIE,10.90272356,2.252495761,6.115063253,4.129120462
Ga0401699_0014631_29_820_Sporulation initiation inhibitor,1.817120593,4.504991522,6.115063253,7.225960808
Ga0401699_0552666_1_1317_COG1674 DNA segregation ATPase FtsK SpoIIIE and related proteins,21.80544711,25.90370125,11.35654604,14.45192162
Ga0401699_0552922_2_430_VirC1 protein,18.17120593,34.91368429,58.52989114,26.839283
Ga0401699_0014726_1038_2264_peptidoglycan glycosyltransferase activity,0,0,1.747160929,7.225960808
Ga0401699_0558494_170_1090_K COG5665 CCR4-NOT transcriptional regulation complex_ NOT5 subunit,3.634241186,1.12624788,3.494321859,6.193680693
Ga0401699_0000707_1345_4455_DNA segregation ATPase_ FtsK SpoIIIE family,0,4.504991522,13.97728744,7.225960808
Ga0401699_0014850_3794_6118_PFAM cell divisionFtsK SpoIIIE,29.07392949,47.30241098,21.83951162,62.96908704
Ga0401699_0559001_878_1309_ABC transporter,0,0,0,0
Ga0401699_0561764_46_420_Chromosome partitioning protein ParA,0,1.12624788,0,0
Ga0401699_0569531_3_212_Phosphonate ABC transporter ATP-binding protein,1.817120593,5.631239402,4.367902324,3.096840346
Ga0401699_0571539_159_1025_rod shape-determining protein MreB,1.817120593,7.883735163,6.988643718,5.161400577
Ga0401699_0571539_1052_1189_cell shape determining protein_ MreB Mrl,0,0,0,0
Ga0401699_0573020_3_1283_Apolipoprotein A1/A4/E domain,0,2.252495761,2.620741394,1.032280115
Ga0401699_0575728_57_1121_Cell division and chromosome partitioning,7.268482371,4.504991522,16.59802883,2.064560231
Ga0401699_0576301_1_567_Essential cell division protein that stabilizes the FtsZ protofilaments by cross-linking them and that serves as a cytoplasmic membrane anchor for the Z ring. Also required for the recruitment to the septal ring of downstream cell division proteins,0,1.12624788,0,7.225960808
Ga0401699_0576667_421_1269_Required for cell division and gliding motility,3.634241186,4.504991522,5.241482788,4.129120462
Ga0401699_0015380_2203_3432_PFAM response regulator receiver,0.908560296,6.757487283,0.873580465,3.096840346
Ga0401699_0580727_1_1284_Domain of unknown function DUF87,1.817120593,3.378743641,0,0
Ga0401699_0015489_4100_5116_Rod shape-determining protein,9.994163261,25.90370125,2.620741394,17.54876196
Ga0401699_0584509_209_1279_Belongs to the FtsK SpoIIIE SftA family,11.81128385,19.14621397,20.96593115,21.67788242
Ga0401699_0015641_20_292_Cell division ATP-binding protein ftsE,0.908560296,0,1.747160929,1.032280115
Ga0401699_0590571_2_700_FtsZ-dependent cytokinesis,0,1.12624788,0,0
Ga0401699_0591012_569_1273_COG0419 ATPase involved in DNA repair,1.817120593,0,0.873580465,1.032280115
Ga0401699_0015838_4191_5384_N-acetyl sugar amidotransferase,0,4.504991522,2.620741394,4.129120462
Ga0401699_0015969_748_1746_Arsenical pump-driving ATPase,22.71400741,9.009983044,12.23012651,10.32280115
Ga0401699_0599660_35_1264_PFAM FecR protein,8.177042668,5.631239402,6.988643718,8.258240924
Ga0401699_0600499_460_1263_peptidase,14.53696474,1.12624788,1.747160929,3.096840346
Ga0401699_0600773_3_992_Domain of unknown function DUF4115,0.908560296,2.252495761,0,4.129120462
Ga0401699_0602661_623_1261_Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle SRP and the ribosome-nascent chain RNC. Interaction with SRP-RNC leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane_ the hydrolysis of GTP by both Ffh and FtsY_ and the dissociation of the SRP-FtsY complex into the individual components,0,4.504991522,0,0
Ga0401699_0603778_376_1158_plasmid maintenance,6.359922075,4.504991522,9.609385112,14.45192162
Ga0401699_0016213_2705_2998_Cell division protein ZapA,20.89688682,31.53494065,20.96593115,16.51648185
Ga0401699_0608998_3_320_Pfam:DUF59,0,0,3.494321859,1.032280115
Ga0401699_0609246_64_1188_Domain of unknown function DUF4114,1.817120593,14.64122245,103.0824948,17.54876196
Ga0401699_0609585_498_1226_Component of the SOS system and an inhibitor of cell division. Accumulation of SulA causes rapid cessation of cell division and the appearance of long_ non-septate filaments. In the presence of GTP_ binds a polymerization-competent form of FtsZ in a 1 1 ratio_ thus inhibiting FtsZ polymerization and therefore preventing it from participating in the assembly of the Z ring. This mechanism prevents the premature segregation of damaged DNA to daughter cells during cell division,1.817120593,4.504991522,0.873580465,4.129120462
Ga0401699_0610240_3_1253_antibiotic biosynthetic process,4.542801482,7.883735163,6.115063253,5.161400577
Ga0401699_0615028_395_1231_Peptidoglycan polymerase that is essential for cell division,0.908560296,1.12624788,0.873580465,4.129120462
Ga0401699_0616106_101_1201_Domain of unknown function DUF4349,0,0,2.620741394,0
Ga0401699_0617851_3_935_recombinase XerD,3.634241186,9.009983044,6.988643718,21.67788242
Ga0401699_0622237_144_641_ATPases associated with a variety of cellular activities,0,1.12624788,5.241482788,6.193680693
Ga0401699_0624705_38_1237_protein tyrosine kinase activity,5.451361778,2.252495761,0,0
Ga0401699_0626497_459_1055_Fic/DOC family,0,0,2.620741394,2.064560231
Ga0401699_0626988_3_1235_TIGRFAM phage tail tape measure protein_ TP901 family,1.817120593,1.12624788,1.747160929,5.161400577
Ga0401699_0627970_413_1198_Chromosome partitioning,6.359922075,2.252495761,1.747160929,2.064560231
Ga0401699_0000777_11192_11812_TIGRFAM maf protein,0,0,1.747160929,1.032280115
Ga0401699_0634051_3_245_septum formation initiator,0,1.12624788,0,0
Ga0401699_0634865_24_902_COG0739 Membrane proteins related to metalloendopeptidases,2.725680889,2.252495761,4.367902324,5.161400577
Ga0401699_0637256_719_1003_cell cycle,0.908560296,1.12624788,0,4.129120462
Ga0401699_0637951_83_1009_Belongs to the phage integrase family,6.359922075,5.631239402,0,1.032280115
Ga0401699_0640191_521_1198_cell division ATP-binding protein FtsE,2.725680889,3.378743641,2.620741394,2.064560231
Ga0401699_0643040_3_980_HemY domain protein,8.177042668,1.12624788,1.747160929,3.096840346
Ga0401699_0643631_3_1220_ATPase involved in DNA repair,0,5.631239402,1.747160929,3.096840346
Ga0401699_0644939_14_1219_Acts as a processive_ ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins,0,0,0,1.032280115
Ga0401699_0017299_1034_1717_cell division,0,5.631239402,0.873580465,0
Ga0401699_0653576_443_1210_Cell division protein FtsA,0,0,4.367902324,1.032280115
Ga0401699_0654002_748_1209_Prophage tail length tape measure protein,0,2.252495761,0,0
Ga0401699_0655529_21_551_Intracellular septation protein A,0,2.252495761,3.494321859,1.032280115
Ga0401699_0656290_6_1208_RecF/RecN/SMC N terminal domain,12.71984415,18.01996609,6.988643718,11.35508127
Ga0401699_0667503_469_1194_Cell shape determining protein_ MreB Mrl family,0,0,0.873580465,0
Ga0401699_0682532_5_826_AAA ATPase domain,0.908560296,2.252495761,0,2.064560231
Ga0401699_0684332_59_385_Peptidase_ M23,3.634241186,2.252495761,0,0
Ga0401699_0687878_37_660_maF-like protein,0,3.378743641,6.115063253,2.064560231
Ga0401699_0692611_195_1088_Cell division protein,8.177042668,4.504991522,2.620741394,8.258240924
Ga0401699_0697322_47_193_SMC proteins Flexible Hinge Domain,0.908560296,0,0,2.064560231
Ga0401699_0019053_5032_5760_Segregation and condensation protein ScpA,0.908560296,3.378743641,2.620741394,4.129120462
Ga0401699_0715318_158_1156_Protein of unknown function DUF3300,2.725680889,2.252495761,2.620741394,3.096840346
Ga0401699_0019406_1084_2238_Adventurous gliding motility protein R,1.817120593,2.252495761,6.988643718,0
Ga0401699_0019406_2256_3197_Pfam Anion-transporting ATPase,1.817120593,0,1.747160929,2.064560231
Ga0401699_0719453_361_567_Belongs to the TtcA family,0.908560296,0,0,1.032280115
Ga0401699_0743753_834_1133_COG0424 Nucleotide-binding protein implicated in inhibition of septum formation,0,0,0,0
Ga0401699_0000883_5510_6718_Peptidase_ M23 family,4.542801482,7.883735163,18.34518976,2.064560231
Ga0401699_0754474_1_600_COG0772 Bacterial cell division membrane protein,5.451361778,13.51497457,6.115063253,4.129120462
Ga0401699_0761777_88_639_Involved in chromosome partitioning,0,1.12624788,3.494321859,1.032280115
Ga0401699_0766155_3_173_Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization,0,0,0,0
Ga0401699_0766806_242_1114_TIGRFAM Cell shape determining protein MreB Mrl,0.908560296,7.883735163,4.367902324,3.096840346
Ga0401699_0770208_3_284_protein secretion by the type I secretion system,0,0,0,0
Ga0401699_0778841_583_1107_TIGRFAM N-acetyl sugar amidotransferase,0,0,0,1.032280115
Ga0401699_0779942_2_1105_Domain of unknown function DUF4175,0,4.504991522,1.747160929,0
Ga0401699_0782049_3_1010_ftsk spoiiie,0,0,0,0
Ga0401699_0782710_30_755_Methyltransferase FkbM domain,0.908560296,0,0.873580465,3.096840346
Ga0401699_0786756_1_411_permease,0.908560296,0,0.873580465,3.096840346
Ga0401699_0788335_56_1099_rod shape-determining protein mreB,9.085602964,2.252495761,7.862224183,1.032280115
Ga0401699_0789259_114_1097_GSCFA domain protein,1.817120593,1.12624788,0,0
Ga0401699_0021749_334_972_Lysin motif,1.817120593,4.504991522,4.367902324,2.064560231
Ga0401699_0807993_567_1085_TIGRFAM cell division ATP-binding protein FtsE,0,0,2.620741394,0
Ga0401699_0812823_3_806_protein involved in cytokinesis_ contains TGc transglutaminase protease-like domain,3.634241186,4.504991522,4.367902324,6.193680693
Ga0401699_0816709_1_585_DNA segregation ATPase FtsK SpoIIIE and related,9.085602964,2.252495761,2.620741394,3.096840346
