query_name	Preferred_name	KEGG_ko	eggNOG.free.text.desc.	2.5nM_DFB_A	2.5nM_DFB_B	2.5nM_Fe_A	2.5nM_Fe_B
Ga0401699_0023050_7_5301		"ko:K13614,ko:K15674"	Beta-ketoacyl synthase	23.76963239	14.02171968	0	0
Ga0401699_0023131_1690_2679	nuoH	ko:K00337	"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone"	101.0209377	120.802508	2.861211908	3.43967191
Ga0401699_0023131_208_768	rplE	ko:K02931	"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits"	4.244577213	12.94312585	0	0
Ga0401699_0023131_2701_4731	NDUFS1	ko:K03934	75 kDa subunit	247.8833092	340.8356475	3.576514884	7.739261798
Ga0401699_0023144_1937_2653	CFAP61		cilium movement	23.76963239	16.17890732	8.583635723	12.89876966
Ga0401699_0023287_86_310		ko:K02128	ATP synthesis coupled proton transport	91.6828678	226.5047025	15.02136251	15.4785236
Ga0401699_0023400_100_5271		ko:K16669	homophilic cell adhesion via plasma membrane adhesion molecules	40.74794125	20.4932826	0	0
Ga0401699_0023552_154_1638	nad4	ko:K03881	Proton-conducting membrane transporter	25.46746328	26.96484553	0	0
Ga0401699_0023552_1769_3307	atpA	ko:K02111	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	255.5235482	152.0817288	1.430605954	0
Ga0401699_0023552_3337_4146		ko:K02262	"Subunits I, II and III form the functional core of the enzyme complex"	98.47419134	74.42297367	0.715302977	0
Ga0401699_0023552_4162_4920	atp6	ko:K02126	ATP synthase A chain	58.57516554	61.47984781	0.715302977	0
Ga0401699_0023617_86_5152	RPB1	ko:K03006	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	17.8272243	23.72906407	0.715302977	0.859917978
Ga0401699_0023710_635_5239		"ko:K16506,ko:K16507,ko:K16669"	condensed mesenchymal cell proliferation	17.8272243	18.33609496	0	1.719835955
Ga0401699_0023763_262_5232	CHDC2	ko:K01593		15.28047797	6.471562927	0	0.859917978
Ga0401699_0023785_2564_5230				3.39566177	18.33609496	0	0
Ga0401699_0024068_1058_1867		ko:K02262	"Subunits I, II and III form the functional core of the enzyme complex"	69.6110663	69.03000456	0	1.719835955
Ga0401699_0024068_1897_3435	atpA	ko:K02111	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	196.9483827	204.932826	6.437726792	0
Ga0401699_0024068_285_1043	atp6	ko:K02126	ATP synthase A chain	73.00672807	80.89453659	0.715302977	0
Ga0401699_0024068_3568_5052	nad4	ko:K03881	Proton-conducting membrane transporter	107.8122612	119.7239142	8.583635723	9.459097753
Ga0401699_0024127_2614_4680	nad5	ko:K03883	"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"	5.942408098	71.1871922	2.145908931	1.719835955
Ga0401699_0024172_486_5084			Thrombospondin type 1 repeats	39.05011036	22.65047025	1.430605954	0.859917978
Ga0401699_0024278_194_2452	psaA	"ko:K02689,ko:K02690"	chlorophyll binding	722.4270417	733.4437984	237.4805883	233.0377719
Ga0401699_0024278_2479_4683	psaB	ko:K02690	chlorophyll binding	695.2617475	793.8450524	311.8720979	219.2790843
Ga0401699_0024458_126_5168		"ko:K14645,ko:K20754"	Peptidase inhibitor I9	56.87733466	29.12203317	0	0
Ga0401699_0024594_2464_5121			Acyltransferase family	12.73373164	6.471562927	57.93954113	64.49384832
Ga0401699_0024594_342_2549			"Copper type II ascorbate-dependent monooxygenase, N-terminal domain"	14.43156252	7.550156749	40.05696671	47.29548877
Ga0401699_0024652_3_4562				10.18698531	15.1003135	0	0
Ga0401699_0024668_190_5148			calcium ion binding	25.46746328	8.62875057	0	0
Ga0401699_0024729_147_5135			Thrombospondin type 1 repeats	28.86312505	29.12203317	1.430605954	0.859917978
Ga0401699_0024834_2_5134		ko:K10408	Dynein heavy chain. Source PGD	18.67613974	9.707344391	0	0
Ga0401699_0024844_133_3558	MYO19	"ko:K10356,ko:K10357,ko:K22366"	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family	58.57516554	56.0868787	41.48757266	58.47442248
Ga0401699_0025033_60_5117			Thrombospondin type 1 repeats	81.49588249	38.82937756	0	0.859917978
Ga0401699_0025355_236_4807	bcsA	ko:K16424	"Chalcone and stilbene synthases, C-terminal domain"	9.338069869	20.4932826	1.430605954	0.859917978
Ga0401699_0025495_32_5077	vanY	ko:K07260	D-alanyl-D-alanine carboxypeptidase	28.01420961	20.4932826	0	0
Ga0401699_0025566_151_4857	ATP4A	"ko:K01539,ko:K01541,ko:K01542,ko:K01544"	Sodium potassium-transporting ATPase subunit alpha. Source PGD	153.6536951	141.2957906	11.44484763	12.03885169
Ga0401699_0025582_2308_3777			TIGRFAM Bacteroidetes-specific	155.351526	183.3609496	419.1675445	344.827109
Ga0401699_0025958_83_4864	ACTN2	ko:K21073	"Actinin, alpha 2"	5.942408098	15.1003135	1.430605954	5.159507865
Ga0401699_0026105_2245_5025		"ko:K16506,ko:K16507,ko:K16669"	negative regulation of phosphatase activity	17.8272243	18.33609496	1.430605954	2.579753933
Ga0401699_0026242_3_4880		ko:K12472	endocytosis	5.942408098	21.57187642	2.861211908	0
Ga0401699_0026311_79_5004		ko:K05850	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium	48.38818023	34.51500228	0	0
Ga0401699_0026549_3_4898				24.61854784	31.27922082	0	0
Ga0401699_0026600_3_4922			Thrombospondin type 1 repeats	533.118898	226.5047025	3.576514884	3.43967191
Ga0401699_0026610_1_4986			negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	41.59685669	11.86453203	2.861211908	0.859917978
Ga0401699_0026706_3_4877	CLTC	ko:K04646	clathrin light chain binding	30.56095593	16.17890732	3.576514884	6.879343821
Ga0401699_0026787_34_2289	psaA	ko:K02689	"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6"	201.1929599	125.1168833	32.18863396	30.09712922
Ga0401699_0026946_14_4732			negative regulation of growth rate	108.6611767	39.90797139	0	0
Ga0401699_0026957_3699_4958	ahpF	ko:K03387	alkyl hydroperoxide reductase	468.6013243	303.0848638	81.54453937	44.71573483
Ga0401699_0027090_404_4828		ko:K03321	secondary active sulfate transmembrane transporter activity	34.80553315	30.20062699	5.007120838	1.719835955
Ga0401699_0027211_266_4801	CPS1	"ko:K01948,ko:K11540"	"Carbamoyl-phosphate synthase small chain, CPSase domain"	6.791323541	19.41468878	2.145908931	0
Ga0401699_0027291_28_4884		"ko:K00667,ko:K00668"	fatty-acyl-CoA synthase activity	18.67613974	15.1003135	2.861211908	0
Ga0401699_0027428_11_4924	ODA-DHCB	ko:K10408	dynein light chain binding	42.44577213	28.04343935	1.430605954	4.299589888
Ga0401699_0027630_1_2430		ko:K08624	A disintegrin and metalloproteinase with thrombospondin motifs	25.46746328	8.62875057	0	0
Ga0401699_0027707_4_4902		ko:K16669	Transmembrane protein family 132	280.1420961	303.0848638	28.61211908	33.53680113
Ga0401699_0027731_85_4899		"ko:K16506,ko:K16507,ko:K16669"	negative regulation of phosphatase activity	275.0486034	283.670175	19.31318038	12.03885169
Ga0401699_0027851_1253_4450				5.942408098	11.86453203	33.61923991	42.1359809
Ga0401699_0027969_2454_3686	secY	ko:K10956	protein transport	6.791323541	7.550156749	81.54453937	65.3537663
Ga0401699_0027969_3724_4203	rpsE	ko:K02988	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body	4.244577213	4.314375285	51.50181434	56.75458652
Ga0401699_0028219_1_3456				39.05011036	31.27922082	4.291817861	0
Ga0401699_0028383_3_4823			Thrombospondin type 1 repeats	33.9566177	24.80765789	0	0
Ga0401699_0028605_1212_2648	dnaB		DnaB-like helicase N terminal domain	10.18698531	11.86453203	81.54453937	128.9876966
Ga0401699_0028605_3036_3461	PRPL11	"ko:K02863,ko:K02867"	rRNA binding	18.67613974	11.86453203	151.6442311	175.4232674
Ga0401699_0028605_3496_4188	rpl1	"ko:K00465,ko:K02863"	Binds directly to 23S rRNA. Might be involved in E site tRNA release	17.8272243	16.17890732	216.736802	250.2361315
Ga0401699_0028605_4246_4629	rpl12	"ko:K02863,ko:K02935"	structural constituent of ribosome	11.8848162	8.62875057	116.5943852	136.7269584
Ga0401699_0028620_312_4784			Hep Hag repeat protein	122.2438237	142.3743844	44.34878457	43.85581686
Ga0401699_0028740_337_4794				53.48167289	44.22234667	2.145908931	1.719835955
Ga0401699_0029081_185_4657	TNXB	"ko:K02599,ko:K05717,ko:K06252"	Tenascin XB	52.63275744	40.98656521	5.722423815	1.719835955
Ga0401699_0029450_22_4599	ATP4A	"ko:K01539,ko:K01541,ko:K01542,ko:K01544"	Sodium potassium-transporting ATPase subunit alpha. Source PGD	112.0568384	166.1034485	14.30605954	32.67688315
Ga0401699_0029648_1570_3228		ko:K21398	Natural resistance-associated macrophage protein	510.198181	355.935961	14.30605954	12.03885169
Ga0401699_0029654_134_4591	EFCAB6		calcium ion binding	10.18698531	21.57187642	0.715302977	0.859917978
Ga0401699_0029760_290_4696			Hep Hag repeat protein	140.071048	124.0382894	54.36302624	49.8752427
Ga0401699_0029774_11_4744			Protein of unknown function (DUF3645)	5.942408098	6.471562927	0	0
Ga0401699_0029790_384_4745				134.1286399	49.61531578	0	0
Ga0401699_0029907_126_4721			Thrombospondin type 1 repeats	66.21540452	18.33609496	2.145908931	0.859917978
Ga0401699_0029986_80_4693	CPS1	"ko:K01948,ko:K11541"	carbamoylphosphate synthase	36.50336403	22.65047025	0	0
Ga0401699_0030066_123_2381	psaA	"ko:K02689,ko:K02690"	chlorophyll binding	573.0179238	542.5326921	476.3917826	403.3015315
Ga0401699_0030066_2418_4622	psaB	ko:K02690	chlorophyll binding	474.5437324	467.0311246	424.1746653	368.0448944
Ga0401699_0030330_1_4620		ko:K00898	pyruvate dehydrogenase (acetyl-transferring) kinase activity	6.791323541	14.02171968	0	3.43967191
Ga0401699_0030521_78_2585	TOP2	ko:K03164	DNA topoisomerase 2	11.8848162	6.471562927	0	0
Ga0401699_0030574_439_4005			receptor-like protein	27.16529416	21.57187642	0	0
Ga0401699_0030590_38_4600	ATP4A	"ko:K01539,ko:K01541,ko:K01542,ko:K01544"	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family	71.30889718	71.1871922	5.007120838	6.879343821
Ga0401699_0030644_445_1470			Cobalamin synthesis protein cobW C-terminal domain	46.69034934	40.98656521	4.291817861	6.879343821
Ga0401699_0030661_39_4508		"ko:K01406,ko:K03046,ko:K03332,ko:K08651,ko:K11904"	Zinc-dependent metalloprotease	229.2071695	149.9245412	1.430605954	4.299589888
Ga0401699_0030723_1_4686	PKHD1L1		G8	27.16529416	33.43640846	0	2.579753933
Ga0401699_0030736_63_4685			negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	57.7262501	45.30094049	5.722423815	1.719835955
Ga0401699_0030853_2_2440			detection of mechanical stimulus	20.37397062	10.78593821	0	0
Ga0401699_0031021_144_1664	atpA	ko:K02111	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	760.6282366	682.7498888	937.0468997	964.8279708
Ga0401699_0031021_2875_3123	atpE	ko:K02110	"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation"	244.4876475	458.402374	410.5839087	399.0019416
Ga0401699_0031021_3287_4036	atpI	ko:K02108	it plays a direct role in the translocation of protons across the membrane	201.1929599	224.3475148	328.3240664	306.1308
Ga0401699_0031119_1670_2215	ATPD	"ko:K02111,ko:K02113,ko:K12524"	"proton-transporting ATP synthase activity, rotational mechanism"	23.76963239	23.72906407	131.6157477	64.49384832
Ga0401699_0031175_3_4286			Short calmodulin-binding motif containing conserved Ile and Gln residues.	12.73373164	12.94312585	0	0
Ga0401699_0031224_407_4654		"ko:K16506,ko:K16507,ko:K16669"	negative regulation of phosphatase activity	22.92071695	26.96484553	5.722423815	0
Ga0401699_0031231_86_814	ATP6	"ko:K02108,ko:K02126,ko:K02967"	it plays a direct role in the translocation of protons across the membrane	195.2505518	186.5967311	579.3954113	786.8249495
Ga0401699_0031231_880_1128	atpH	"ko:K02110,ko:K02155,ko:K02919,ko:K02967"	"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation"	39.8990258	26.96484553	75.82211555	87.71163371
Ga0401699_0031448_24_4577			Ion transport protein	29.71204049	9.707344391	0	0
Ga0401699_0031682_4_4623		"ko:K01835,ko:K02183"	Ca2 -binding protein (EF-Hand superfamily	0	0	0	0
Ga0401699_0031737_2_4621		ko:K10408	dynein light chain binding	44.14360302	17.25750114	0	0
Ga0401699_0031819_130_4464		"ko:K05681,ko:K21396"	"ATPase activity, coupled to transmembrane movement of substances"	21.22288607	12.94312585	0	0
Ga0401699_0032153_988_1641	rpsB	ko:K02967	Belongs to the universal ribosomal protein uS2 family	29.71204049	67.95141074	10.72954465	5.159507865
Ga0401699_0032296_1770_2963	NDUFS2	ko:K03935	quinone binding	11.8848162	81.97313041	5.722423815	1.719835955
Ga0401699_0032296_3071_3430	nuoA	ko:K00330	"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient"	5.093492656	28.04343935	0	0.859917978
Ga0401699_0032296_696_1502		ko:K02262	"Subunits I, II and III form the functional core of the enzyme complex"	6.791323541	22.65047025	1.430605954	0
Ga0401699_0032374_15_4583			Transmembrane protein. Source PGD	19.52505518	8.62875057	0	0
Ga0401699_0032606_3_4427		ko:K12604	Ccr4-not transcription complex	9.338069869	10.78593821	0	0
Ga0401699_0032682_295_4566		"ko:K16506,ko:K16507,ko:K16669"	negative regulation of phosphatase activity	54.33058833	40.98656521	2.861211908	4.299589888
Ga0401699_0032957_73_4551		"ko:K04851,ko:K04857"	Voltage-gated Ion Channel (VIC) Superfamily. Source PGD	22.92071695	16.17890732	0	0
Ga0401699_0033501_408_2198			Domain of unknown function (DUF305)	3249.648314	1759.186522	18.5978774	25.79753933
Ga0401699_0033893_1_4500				0	0	0	0
Ga0401699_0033981_1179_2669	cox1	ko:K02256	Cytochrome C and Quinol oxidase polypeptide I	467.7524089	563.0259747	2.861211908	5.159507865
Ga0401699_0033981_2857_4353		ko:K03879	ATP synthesis coupled electron transport	104.4165994	138.0600091	2.861211908	0
Ga0401699_0033981_75_860		ko:K02261	"Cytochrome C oxidase subunit II, periplasmic domain"	206.2864526	246.9979851	2.861211908	0.859917978
Ga0401699_0034640_1722_4427			peptide-aspartate beta-dioxygenase activity	43.29468757	47.45812813	5.722423815	2.579753933
Ga0401699_0035227_3_4199	CPC1			6.791323541	6.471562927	0.715302977	0.859917978
Ga0401699_0035404_1_4350			Titin isoform N2-B. Source PGD	10.18698531	11.86453203	0	0
Ga0401699_0035809_933_4388	PKHD1L1		Polycystic kidney and hepatic disease 1 (autosomal	74.70455895	44.22234667	2.861211908	0
Ga0401699_0035973_1554_2984	gnd	ko:K00033	"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH"	140.9199635	70.10859838	34.33454289	27.51737528
Ga0401699_0036288_1_4347	TRIM67	"ko:K00688,ko:K10592,ko:K10649,ko:K11981,ko:K12169"	negative regulation of SNARE complex assembly	6.791323541	5.392969106	0	0
Ga0401699_0036336_1_4362			extracellular matrix structural constituent	55.17950377	56.0868787	6.437726792	4.299589888
