Gene,DFB_A,DFB_B,control,Fe_A,Fe_B
Ga0401699_0044428_212_3721_Integrin alpha beta-propellor repeats.,2135.871254,1016.03538,1042.706904,26.46621015,14.61860562
Ga0401699_0044585_171_3857_translation initiation factor activity,57.7262501,52.85109724,42.10242655,2.145908931,6.879343821
Ga0401699_0045030_2533_3972_FeS assembly protein SufB,58.57516554,19.41468878,37.623445,0,0
Ga0401699_0045030_452_1441_COG0719 ABC-type transport system involved in Fe-S cluster assembly_ permease component,24.61854784,22.65047025,23.29070405,0.715302977,0.859917978
Ga0401699_0045259_242_3469_,1703.773293,788.4520833,1237.094703,7.868332746,5.159507865
Ga0401699_0045367_33_3797_Plasma membrane calcium-transporting ATPase 2,47.53926479,50.6939096,72.55950107,2.145908931,4.299589888
Ga0401699_0045371_2_1423_Belongs to the glycosyl hydrolase 3 family,42.44577213,47.45812813,19.70751881,100.1424168,65.3537663
Ga0401699_0045883_84_3824_G8,97.6252759,64.71562927,57.33096381,1.430605954,3.43967191
Ga0401699_0046007_1061_3661_,3.39566177,16.17890732,18.8117225,0,0
Ga0401699_0046111_2_3610_ATP-dependent chromatin remodeling,10.18698531,30.20062699,19.70751881,0,0
Ga0401699_0046167_1_3555_phosphatidylethanolamine binding,34.80553315,23.72906407,22.39490774,3.576514884,0
Ga0401699_0046173_181_3924_Integrin alpha beta-propellor repeats.,45.8414339,37.75078374,29.56127821,2.145908931,0.859917978
Ga0401699_0046253_52_3798_hydrogen-translocating pyrophosphatase activity,5.942408098,30.20062699,26.87388929,0,0
Ga0401699_0046335_1034_3808_WASH complex subunit 7_ C-terminal,4.244577213,6.471562927,15.22853726,0,0
Ga0401699_0046394_97_543_Photosystem I reaction centre subunit XI,26.31637872,17.25750114,8.957963095,60.08545006,83.41204383
Ga0401699_0046435_2_3925_,44.14360302,29.12203317,51.06038964,7.153029769,0.859917978
Ga0401699_0046547_105_3902_Leishmanolysin,29.71204049,14.02171968,22.39490774,0,0
Ga0401699_0046638_121_3840_hydrogen-translocating pyrophosphatase activity,86.58937515,74.42297367,64.49733428,0,3.43967191
Ga0401699_0046794_5_3913_cytoskeletal protein binding,65.36648908,51.77250342,75.24689,3.576514884,0
Ga0401699_0046867_3516_3737_ATP synthase F0 complex subunit C2,33.10770226,58.24406635,6.270574167,60.80075304,44.71573483
Ga0401699_0046885_1867_3027_Component of the ubiquinol-cytochrome c reductase complex complex III or cytochrome b-c1 complex that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis,151.1069488,229.7404839,76.14268631,5.007120838,12.03885169
Ga0401699_0046885_3075_3677_NADH dehydrogenase ubiquinone,46.69034934,71.1871922,33.14446345,2.861211908,3.43967191
Ga0401699_0046885_73_828_ATP synthase A chain,157.8982723,235.133453,89.57963095,4.291817861,12.03885169
Ga0401699_0046885_877_1689_Subunits I_ II and III form the functional core of the enzyme complex,179.1211584,316.0279896,117.3493165,17.16727145,12.03885169
Ga0401699_0046903_99_3854_intra-Golgi vesicle-mediated transport,11.8848162,11.86453203,9.853759405,0,0
Ga0401699_0046936_1_3819_negative regulation of asymmetric cell division,11.8848162,3.235781464,10.74955571,0,0
Ga0401699_0047082_214_3843_sodium potassium-transporting ATPase subunit,90.83395236,102.466413,75.24689,16.45196847,7.739261798
Ga0401699_0047213_2162_2923_alpha beta,36.50336403,25.88625171,33.14446345,0,0.859917978
Ga0401699_0047304_1948_3894_Protein translocase subunit secA,36.50336403,50.6939096,51.95618595,381.9717897,484.1338214
Ga0401699_0047466_1339_3828_unfolded protein binding,68.76215085,61.47984781,94.0586125,9.2989387,3.43967191
Ga0401699_0047613_48_3665_Belongs to the class-I aminoacyl-tRNA synthetase family,3.39566177,9.707344391,25.08229667,1.430605954,0
Ga0401699_0047649_2467_2721_PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H2O_ generating O2 and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons_ and an electron transfer chain that converts photonic excitation into a charge separation,348.9042469,499.3889392,474.772044,1269.662784,1103.274765
Ga0401699_0047780_79_1239_Imelysin,262.3148718,210.3257951,68.97631583,3.576514884,5.159507865
Ga0401699_0047785_180_3128_Thermolysin metallopeptidase_ catalytic domain,1085.762851,833.7530238,731.8655849,140.1993835,215.8394124
Ga0401699_0048172_129_3827_Belongs to the CTL choline transporter-like family,96.77636046,70.10859838,81.51746416,0.715302977,0.859917978
Ga0401699_0048224_81_3860_Calpain-like thiol protease family.,13.58264708,5.392969106,22.39490774,0,0
Ga0401699_0048490_38_3850_Sodium potassium-transporting ATPase subunit alpha. Source PGD,104.4165994,56.0868787,40.31083393,1.430605954,0.859917978
Ga0401699_0048531_7_3684_hydrogen-translocating pyrophosphatase activity,33.9566177,25.88625171,34.04025976,0,0
Ga0401699_0049108_115_3738_Nucleoredoxin,5.093492656,5.392969106,11.64535202,0,0
Ga0401699_0049166_263_3730_Choline transporter. Source PGD,25.46746328,25.88625171,32.24866714,0,2.579753933
Ga0401699_0049307_162_3794_Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain,5.942408098,5.392969106,16.12433357,0,0
Ga0401699_0049702_3_3809_Polycystic kidney and hepatic disease 1 autosomal,67.91323541,37.75078374,29.56127821,1.430605954,1.719835955
Ga0401699_0049910_3_3656_SMC proteins Flexible Hinge Domain,8.489154426,8.62875057,53.74777857,6.437726792,6.019425843
Ga0401699_0050497_59_3559_protein serine/threonine phosphatase activity,18.67613974,34.51500228,33.14446345,1.430605954,0.859917978
Ga0401699_0050694_350_3757_,37.35227948,20.4932826,47.4772044,0,0
Ga0401699_0050878_29_2473_Chlorophyll A-B binding protein,60.27299643,76.58016131,35.83185238,0,1.719835955
Ga0401699_0050900_1145_3634_guanylate cyclase activity,19.52505518,24.80765789,14.33274095,0,0
Ga0401699_0050930_1687_2478_Cytochrome C oxidase subunit II_ periplasmic domain,55.17950377,66.87281692,47.4772044,1.430605954,0.859917978
Ga0401699_0050930_2811_3770_Cytochrome C and Quinol oxidase polypeptide I,73.85564351,39.90797139,41.20663024,1.430605954,5.159507865
Ga0401699_0051295_117_3638_Thermolysin metallopeptidase_ catalytic domain,875.2318213,344.071429,489.104785,12.87545358,3.43967191
Ga0401699_0051566_1_3525_Belongs to the peptidase C19 family,5.093492656,8.62875057,9.853759405,0,0
Ga0401699_0051573_116_1555_Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit,205.4375371,118.6453203,71.66370476,346.9219438,484.1338214
Ga0401699_0051580_78_3632_Eukaryotic translation initiation factor 3 subunit C. Source PGD,8.489154426,28.04343935,25.97809298,0.715302977,0
Ga0401699_0051715_185_3673_Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family,38.20119492,31.27922082,7.166370476,44.34878457,71.37319214
Ga0401699_0051984_480_3551_mannose metabolic process,22.07180151,40.98656521,16.12433357,0,0
Ga0401699_0052156_2_3502_leading strand elongation,7.640238984,10.78593821,16.12433357,0,0
Ga0401699_0052238_2482_3729_ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP,61.97082731,83.05172424,25.97809298,91.55878104,104.9099933
Ga0401699_0052339_108_3713_Domain of unknown function DUF4347,55.17950377,40.98656521,82.41326047,1.430605954,0.859917978
Ga0401699_0052834_14_3712_Thrombospondin type 1 repeats,21.22288607,9.707344391,30.45707452,0,0
Ga0401699_0053122_26_3703_U5 snRNA binding,33.9566177,32.35781464,33.14446345,0,0.859917978
Ga0401699_0053173_175_3657_Integrin alpha beta-propellor repeats.,143.4667098,101.3878192,57.33096381,2.861211908,20.63803146
Ga0401699_0053336_1449_3290_transporter of a GTP-driven Fe2  uptake system,39.05011036,53.92969106,40.31083393,3.576514884,4.299589888
Ga0401699_0053336_805_1338_Iron-storage protein,42.44577213,71.1871922,40.31083393,2.861211908,3.43967191
Ga0401699_0054185_25_3579_Thermolysin metallopeptidase_ catalytic domain,198.6462136,186.5967311,133.4736501,17.88257442,40.41614495
Ga0401699_0054306_76_3405_PUA-like domain,15.28047797,16.17890732,0,25.75090717,34.3967191
Ga0401699_0054431_19_3579_Thermolysin metallopeptidase_ catalytic domain,155.351526,131.5884462,105.7039645,5.722423815,21.49794944
Ga0401699_0054480_36_3395_calcium ion binding,252.1278865,177.9679805,163.9307246,2.861211908,0
Ga0401699_0054503_104_3616_,22.07180151,21.57187642,33.14446345,0,0
Ga0401699_0054518_31_3663_peptide-aspartate beta-dioxygenase activity,60.27299643,34.51500228,37.623445,0.715302977,3.43967191
Ga0401699_0054927_1067_2026_Pyridine nucleotide-disulphide oxidoreductase,84.04262882,72.26578602,57.33096381,1.430605954,0.859917978
Ga0401699_0054927_2023_2784_alpha beta,47.53926479,95.99485009,42.10242655,0.715302977,0
Ga0401699_0054927_514_1023_Low-potential electron donor to a number of redox enzymes,318.343291,472.4240937,230.2196515,0,2.579753933
Ga0401699_0055211_1866_3575_microtubule motor activity,6.791323541,14.02171968,19.70751881,0,2.579753933
Ga0401699_0055211_209_1774_microtubule motor activity,9.338069869,11.86453203,14.33274095,0,0
Ga0401699_0055847_54_3452_Source PGD,28.86312505,14.02171968,31.35287083,0,0
Ga0401699_0055878_1178_3403_coreceptor activity involved in Wnt signaling pathway_ planar cell polarity pathway,37.35227948,20.4932826,23.29070405,0,0
Ga0401699_0056072_2_3583_dynein light chain binding,18.67613974,6.471562927,11.64535202,0,0
Ga0401699_0056490_101_3457_intracellular protein transport,8.489154426,5.392969106,18.8117225,0.715302977,0.859917978
Ga0401699_0056838_96_3383_,128.1862318,113.2523512,59.12255643,138.0534745,173.7034315
Ga0401699_0056858_144_3527_mannose metabolic process,33.9566177,42.06515903,42.99822286,0,3.43967191
Ga0401699_0057123_86_3295_Inorganic H+ pyrophosphatase,106.1144303,141.2957906,187.2214287,4.291817861,13.75868764
Ga0401699_0057272_457_3549_Thermolysin metallopeptidase_ catalytic domain,195.2505518,90.60188098,111.9745387,0.715302977,0.859917978
Ga0401699_0057377_3376_3585_RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1_5-bisphosphate_ the primary event in carbon dioxide fixation_ as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site,345.5085851,436.8304976,296.5085784,844.7728157,908.0733843
Ga0401699_0057484_56_3199_calcium-transporting ATPase activity,16.97830885,24.80765789,48.37300071,2.861211908,4.299589888
Ga0401699_0058105_43_3006_,58.57516554,36.67218992,34.93605607,4.291817861,6.019425843
Ga0401699_0058208_3_3563_Participates in the translocation of lipoproteins from the inner membrane to the outer membrane. Only forms a complex with a lipoprotein if the residue after the N-terminal Cys is not an aspartate The Asp acts as a targeting signal to indicate that the lipoprotein should stay in the inner membrane,16.12939341,4.314375285,20.60331512,0,0
Ga0401699_0058217_808_2253_Belongs to the Ca2  cation antiporter CaCA TC 2.A.19 family,3.39566177,8.62875057,14.33274095,0,0
Ga0401699_0058347_167_3532_Thermolysin metallopeptidase_ catalytic domain,151.1069488,153.1603226,112.870335,17.16727145,42.1359809
Ga0401699_0058418_2301_3557_Kelch,14.43156252,9.707344391,12.54114833,0,0
Ga0401699_0058543_2478_3503_Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate PRPP via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate Rib-5-P,22.92071695,31.27922082,43.89401917,118.0249912,126.4079427
Ga0401699_0058595_1_3516_Phosphatidyl inositol kinase PIK-B. Source PGD,12.73373164,7.550156749,24.18650036,0,0
Ga0401699_0058655_1_3099_Source PGD,12.73373164,22.65047025,18.8117225,0,1.719835955
Ga0401699_0058987_163_3504_,104.4165994,42.06515903,32.24866714,1.430605954,0.859917978
Ga0401699_0059215_3_3404_ligase activity,9.338069869,11.86453203,18.8117225,2.145908931,0.859917978
Ga0401699_0059528_576_3422_,3.39566177,5.392969106,20.60331512,0,0
Ga0401699_0059763_2614_3441_structural constituent of ribosome,28.86312505,20.4932826,44.78981548,182.4022591,227.8782641
Ga0401699_0059872_25_3519_Beta/Gamma crystallin,46.69034934,38.82937756,59.12255643,2.145908931,0
Ga0401699_0060227_1331_3439_Thrombospondin type 1 domain-containing protein,10.18698531,4.314375285,12.54114833,0,0
Ga0401699_0060237_247_3483_Cellulase N-terminal ig-like domain,140.9199635,104.6236007,71.66370476,5.007120838,24.07770337
Ga0401699_0060286_212_3511_Thrombospondin type 1 repeats,33.10770226,10.78593821,17.02012988,0,0
Ga0401699_0060298_1432_3510_glutamine catabolic process,7.640238984,16.17890732,19.70751881,0,0
Ga0401699_0060312_119_3337_dihydropyrimidine dehydrogenase NADP+ activity,7.640238984,22.65047025,17.91592619,0,2.579753933
Ga0401699_0060527_1034_2908_PsaA and PsaB bind P700_ the primary electron donor of photosystem I PSI_ as well as the electron acceptors A0_ A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase_ converting photonic excitation into a charge separation_ which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0_ A1_ FX_ FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6,106.1144303,143.4529782,82.41326047,293.2742205,290.6522764
Ga0401699_0060571_147_2411_Integrin alpha beta-propellor repeats.,142.6177944,88.44469334,65.39313059,11.44484763,9.459097753
Ga0401699_0060753_418_858_IPT TIG domain containing protein,98.47419134,69.03000456,108.3913534,25.75090717,30.09712922
Ga0401699_0060790_331_3000_Source PGD,19.52505518,60.40125399,130.7862612,2.145908931,0
Ga0401699_0060867_73_1569_ATP synthesis coupled electron transport,118.848162,139.1386029,59.12255643,5.007120838,8.599179776
Ga0401699_0060874_242_3448_,44.99251846,23.72906407,34.93605607,2.145908931,2.579753933
Ga0401699_0060990_2214_3494_MHC class II protein binding_ via antigen binding groove,22.07180151,15.1003135,14.33274095,0,0
Ga0401699_0061032_2893_3162_'Cold-shock' DNA-binding domain,44.99251846,179.0465743,28.6654819,133.0463537,141.8864663
Ga0401699_0061601_57_3284_,65.36648908,21.57187642,27.76968559,2.145908931,0.859917978
Ga0401699_0061803_270_3410_beta-lactamase,99.32310679,35.5935961,45.68561178,1.430605954,0
Ga0401699_0061811_107_3454_Dynein heavy chain. Source PGD,14.43156252,17.25750114,20.60331512,0.715302977,2.579753933
Ga0401699_0062471_260_3319_Transhydrogenase,12.73373164,24.80765789,25.08229667,0,0
Ga0401699_0062752_221_3451_,637.5354974,413.1014335,375.3386537,9.2989387,20.63803146
Ga0401699_0062763_186_3335_Thrombospondin type 1 repeats,27.16529416,17.25750114,16.12433357,0,0
Ga0401699_0062942_21_3392_Thermolysin metallopeptidase_ catalytic domain,35.65444859,10.78593821,27.76968559,2.145908931,3.43967191
Ga0401699_0062957_1209_3218_Polyadenylate-binding protein 1-B. Source PGD,11.03590075,39.90797139,33.14446345,1.430605954,5.159507865
Ga0401699_0063283_1_3429_Thrombospondin type 1 repeats,145.1645407,107.8593821,72.55950107,7.868332746,14.61860562
Ga0401699_0063331_149_3400_Thermolysin metallopeptidase_ catalytic domain,102.7187686,134.8242277,53.74777857,7.153029769,11.17893371
Ga0401699_0063600_3_3434_detection of mechanical stimulus,5.093492656,18.33609496,13.43694464,0,0
Ga0401699_0063784_63_1337_Belongs to the complex I 49 kDa subunit family,15.28047797,25.88625171,26.87388929,1.430605954,0.859917978
Ga0401699_0063868_576_3218_Serine/threonine phosphatases_ family 2C_ catalytic domain,7.640238984,2.157187642,15.22853726,0,0
Ga0401699_0063923_133_3222_antibiotic catabolic process,528.8743208,225.4261086,224.8448737,1.430605954,0.859917978
Ga0401699_0063938_166_3273_ligase activity,13.58264708,17.25750114,25.08229667,2.861211908,1.719835955
Ga0401699_0064185_143_3403_Integrin alpha beta-propellor repeats.,129.8840627,120.802508,70.76790845,5.722423815,18.05827753
Ga0401699_0064431_8_3193_,43.29468757,19.41468878,19.70751881,0,0
Ga0401699_0064504_69_3203_Domain found in Notch and Lin-12,24.61854784,10.78593821,8.957963095,0,0
